"","type_name","team_name","selected_by","total_points","team_code","team_id","status","first_name","second_name","now_cost","value_form","value_season","points_per_game","ep_next","minutes","goals_scored","assists","clean_sheets","goals_conceded","own_goals","penalties_saved","penalties_missed","yellow_cards","red_cards","saves","bonus","ea_index","bps","team"
"320","Defender","QPR","0.2",33,52,13,"i","Richard","Dunne",43,"0.4","7.7","1.9","0.0",1419,0,0,4,25,1,0,0,6,0,0,2,161,212,13
"321","Defender","QPR","0.1",22,52,13,"a","Clint","Hill",43,"0.1","5.1","2.4","0.0",704,0,0,3,11,0,0,0,3,0,0,0,65,105,13
"322","Defender","QPR","0.1",14,52,13,"i","Nedum","Onuoha",43,"0.2","3.3","1.2","0.0",990,0,1,0,21,1,0,0,1,0,0,0,89,139,13
"323","Defender","QPR","1.6",27,52,13,"a","Suk-Young","Yun",39,"0.5","6.9","2.1","0.0",995,0,0,3,19,0,0,0,1,0,0,0,109,132,13
"324","Defender","Leicester","0.2",24,13,8,"a","Danny","Simpson",42,"0.2","5.7","1.7","0.0",1162,0,0,2,19,0,0,0,4,0,0,0,96,165,8
"325","Midfielder","QPR","0.3",21,52,13,"a","Armand","Traore",43,"0.2","4.9","1.4","0.0",747,0,0,1,18,0,0,0,2,0,0,0,65,106,13
"326","Midfielder","QPR","0.1",3,52,13,"i","Alejandro","Faurlin",42,"0.0","0.7","1.5","0.0",91,0,0,0,1,0,0,0,0,0,0,0,7,19,13
"327","Midfielder","QPR","0.2",39,52,13,"a","Karl","Henry",44,"0.3","8.9","1.9","0.0",1653,0,0,4,29,0,0,0,4,0,0,0,131,207,13
"328","Midfielder","QPR","0.2",32,52,13,"s","Joey","Barton",48,"0.1","6.7","1.7","0.0",1538,0,1,4,27,0,0,0,8,1,0,1,201,230,13
"329","Midfielder","QPR","0.2",0,52,13,"u","Jermaine","Jenas",44,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"330","Midfielder","QPR","0.0",0,52,13,"u","Gary","O'Neil",44,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"331","Midfielder","QPR","0.2",24,52,13,"a","Junior","Hoilett",44,"0.1","5.5","1.5","0.0",644,0,1,2,14,0,0,0,1,0,0,0,41,58,13
"332","Midfielder","QPR","0.2",1,52,13,"a","Shaun","Wright-Phillips",45,"0.1","0.2","1.0","0.0",39,0,0,0,0,0,0,0,0,0,0,0,12,8,13
"333","Midfielder","QPR","0.1",29,52,13,"a","Matthew","Phillips",46,"0.8","6.3","2.2","0.0",741,0,3,1,19,0,0,0,1,0,0,2,59,67,13
"334","Midfielder","QPR","0.1",8,52,13,"a","Adel","Taarabt",53,"0.1","1.5","1.6","0.0",198,0,0,1,3,0,0,0,0,0,0,0,18,33,13
"335","Forward","Chelsea","2.0",32,8,4,"a","Loïc","Remy",71,"0.4","4.5","2.3","0.0",557,3,0,1,8,0,0,0,0,0,0,1,119,111,4
"336","Forward","QPR","3.1",47,52,13,"a","Bobby","Zamora",41,"0.4","11.5","2.1","0.0",1134,2,3,5,11,0,0,0,3,0,0,0,129,164,13
"337","Forward","QPR","14.6",125,52,13,"a","Charlie","Austin",63,"0.6","19.8","5.4","0.0",1985,14,4,4,37,0,0,1,1,1,0,18,520,409,13
"338","Goalkeeper","Southampton","0.1",0,20,14,"a","Paulo","Gazzaniga",44,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"339","Goalkeeper","Southampton","0.2",0,20,14,"u","Artur","Boruc",47,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"340","Defender","Southampton","0.2",0,20,14,"u","Jos","Hooiveld",40,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"341","Defender","Southampton","14.2",103,20,14,"a","Jose","Fonte",59,"0.6","17.5","4.1","3.5",2250,0,0,12,18,0,0,0,4,0,0,13,299,534,14
"342","Defender","Southampton","34.7",113,20,14,"a","Nathaniel","Clyne",61,"0.8","18.5","4.7","4.8",2156,2,1,11,18,0,0,0,3,0,0,13,338,495,14
"343","Defender","Southampton","2.2",53,20,14,"a","Maya","Yoshida",43,"1.2","12.3","3.5","5.0",1133,1,1,4,14,0,0,0,3,0,0,8,144,236,14
"344","Defender","Liverpool","9.5",36,14,9,"a","Dejan","Lovren",49,"0.3","7.3","2.0","1.5",1332,0,0,3,21,0,0,0,3,0,0,1,127,256,9
"345","Defender","Arsenal","7.9",58,3,1,"a","Calum","Chambers",47,"0.1","12.3","3.1","0.3",1389,1,1,6,19,0,0,0,7,1,0,8,194,315,1
"346","Defender","Southampton","0.2",0,20,14,"u","Jack","Stephens",39,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"347","Defender","Southampton","0.5",7,20,14,"a","Matt","Targett",39,"0.1","1.8","1.2","0.5",226,0,0,0,3,0,0,0,0,0,0,0,28,41,14
"348","Midfielder","Swansea","1.4",35,80,18,"a","Jack","Cork",43,"0.3","8.1","2.3","1.3",751,2,0,4,4,0,0,0,1,0,0,0,109,170,18
"349","Midfielder","Southampton","5.9",55,20,14,"d","Morgan","Schneiderlin",55,"0.0","10.0","3.1","0.2",1467,3,1,8,9,0,0,0,5,1,0,4,281,322,14
"350","Midfielder","Southampton","1.9",60,20,14,"d","Steven","Davis",47,"0.5","12.8","2.4","1.7",1941,0,2,9,15,0,0,0,2,0,0,2,270,365,14
"351","Midfielder","Southampton","1.9",55,20,14,"a","James","Ward-Prowse",48,"0.4","11.5","3.4","1.8",1089,0,7,6,8,0,0,0,0,0,0,2,225,200,14
"352","Midfielder","Hull","0.1",33,88,7,"a","Gastón","Ramírez",54,"0.5","6.1","1.9","2.5",708,1,2,1,10,0,0,0,0,1,0,3,116,107,7
"353","Midfielder","Southampton","4.7",67,20,14,"a","Victor","Wanyama",46,"0.4","14.6","3.0","1.8",1620,3,1,7,16,0,0,0,5,0,0,8,254,357,14
"354","Midfielder","Southampton","0.6",1,20,14,"i","Lloyd","Isgrove",42,"0.0","0.2","1.0","0.0",9,0,0,0,0,0,0,0,0,0,0,0,1,3,14
"355","Midfielder","Southampton","0.1",14,20,14,"a","Harrison","Reed",43,"0.3","3.3","2.0","1.5",369,0,0,3,1,0,0,0,0,0,0,0,51,69,14
"356","Midfielder","Southampton","5.2",100,20,14,"a","Dusan","Tadic",77,"0.2","13.0","4.2","1.3",1712,3,9,9,13,0,0,1,2,0,0,11,430,371,14
"357","Forward","Southampton","0.0",0,20,14,"u","Billy","Sharp",45,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"358","Forward","Southampton","0.1",0,20,14,"i","Jay","Rodriguez",73,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"359","Forward","Southampton","0.0",5,20,14,"i","Emmanuel","Mayuka",47,"0.0","1.1","1.0","0.0",54,0,0,0,2,0,0,0,0,0,0,0,4,9,14
"360","Forward","Southampton","0.0",0,20,14,"u","Pablo","Osvaldo",70,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"361","Forward","Southampton","0.0",0,20,14,"i","Sam","Gallagher",47,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"362","Forward","Southampton","13.6",105,20,14,"a","Graziano","Pellè",77,"0.3","13.6","4.0","2.0",2310,8,5,13,18,0,0,0,4,0,0,10,381,279,14
"363","Goalkeeper","Spurs","0.1",0,6,15,"a","Brad","Friedel",48,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"364","Goalkeeper","Spurs","10.9",95,6,15,"a","Hugo","Lloris",56,"0.6","17.0","3.7","0.0",2340,0,0,6,36,0,1,0,0,0,86,6,303,413,15
"365","Defender","Hull","1.4",30,88,7,"a","Michael","Dawson",46,"0.5","6.5","1.9","2.3",1352,0,0,3,26,0,0,0,4,0,0,0,169,228,7
"366","Defender","Spurs","3.8",67,6,15,"a","Danny","Rose",48,"1.0","14.0","3.4","0.0",1669,2,3,4,28,0,0,0,3,0,0,4,273,353,15
"367","Defender","Spurs","0.2",0,6,15,"u","Benoit","Assou-Ekotto",44,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"368","Defender","Spurs","1.6",28,6,15,"a","Younes","Kaboul",47,"0.0","6.0","2.5","0.0",990,0,0,3,16,0,0,0,2,0,0,2,108,177,15
"369","Defender","Spurs","0.6",21,6,15,"a","Kyle","Walker",58,"0.6","3.6","2.1","0.0",900,0,1,1,15,0,0,0,3,0,0,1,139,164,15
"370","Defender","Swansea","0.6",16,80,18,"a","Kyle","Naughton",43,"0.9","3.7","1.8","3.8",674,0,1,1,8,0,0,0,1,2,0,2,114,104,18
"371","Defender","Spurs","2.0",64,6,15,"a","Jan","Vertonghen",59,"0.4","10.8","2.9","0.0",1911,1,0,5,28,0,0,0,4,0,0,6,270,385,15
"372","Defender","Spurs","0.1",12,6,15,"a","Vlad","Chiriches",47,"0.0","2.6","2.0","0.0",474,0,0,1,7,0,0,0,2,0,0,1,48,87,15
"373","Defender","Crystal Palace","0.0",1,31,5,"n","Ezekiel","Fryers",42,"0.0","0.2","1.0","0.0",4,0,0,0,0,0,0,0,0,0,0,0,1,3,5
"374","Defender","Spurs","0.3",0,6,15,"u","Milos","Veljkovic",39,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"375","Defender","Spurs","0.1",0,6,15,"u","Ryan","Fredericks",40,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"376","Midfielder","Spurs","0.5",39,6,15,"a","Mousa","Dembélé",52,"1.0","7.5","2.3","0.0",909,1,2,2,17,0,0,0,1,0,0,2,163,206,15
"377","Midfielder","QPR","0.1",13,52,13,"d","Sandro Ranieri","Guimaraes Cordeiro",48,"0.0","2.7","1.6","0.0",493,0,0,2,9,0,0,0,2,0,0,0,52,63,13
"378","Midfielder","Everton","0.6",23,11,6,"a","Aaron","Lennon",62,"0.2","3.7","1.9","1.5",473,0,2,2,6,0,0,0,1,0,0,0,54,73,6
"379","Midfielder","Spurs","0.0",0,6,15,"u","Iago","Falque",45,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"380","Midfielder","Swansea","0.2",18,80,18,"a","Tom","Carroll",44,"0.2","4.1","1.5","0.8",632,0,0,1,10,0,0,0,1,0,0,0,86,120,18
"381","Midfielder","Swansea","24.4",106,80,18,"a","Gylfi","Sigurdsson",64,"0.1","16.6","4.8","0.5",1829,4,8,6,31,0,0,0,2,0,0,15,377,452,18
"382","Midfielder","Spurs","1.0",11,6,15,"a","José Paulo","Bezerra Maciel Júnior",67,"0.1","1.6","1.0","0.0",258,0,0,1,4,0,0,0,2,0,0,0,28,36,15
"383","Midfielder","Spurs","0.4",23,6,15,"a","Andros","Townsend",62,"0.0","3.7","2.3","0.0",443,1,2,1,9,0,0,0,2,0,0,0,96,60,15
"384","Midfielder","Spurs","12.0",106,6,15,"a","Nacer","Chadli",64,"0.2","16.6","4.6","0.0",1465,7,6,4,24,0,0,0,2,0,0,12,365,370,15
"385","Midfielder","Spurs","0.1",23,6,15,"a","Etienne","Capoue",48,"0.0","4.8","1.9","0.0",897,0,0,3,15,0,0,0,2,0,0,0,118,142,15
"386","Midfielder","Spurs","1.4",64,6,15,"a","Erik","Lamela",75,"0.4","8.5","2.8","0.0",1697,1,5,4,24,0,0,0,4,0,0,4,306,278,15
"387","Midfielder","Spurs","23.6",125,6,15,"a","Christian","Eriksen",85,"0.4","14.7","4.8","0.0",2120,9,2,7,32,0,0,0,4,0,0,23,484,540,15
"388","Midfielder","Spurs","0.7",29,6,15,"a","Nabil","Bentaleb",43,"0.6","6.7","2.1","0.0",1117,0,1,2,18,0,0,0,3,0,0,2,168,205,15
"389","Midfielder","Spurs","0.0",0,6,15,"a","Harry","Winks",44,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"390","Midfielder","Spurs","0.0",0,6,15,"u","Alex","Pritchard",45,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"391","Midfielder","Spurs","0.1",1,6,15,"u","Lewis","Holtby",58,"0.0","0.2","1.0","0.0",30,0,0,0,0,0,0,0,0,0,0,0,6,2,15
"392","Forward","Spurs","1.9",38,6,15,"a","Emmanuel","Adebayor",80,"0.0","4.8","3.5","0.0",794,2,2,3,9,0,0,0,1,0,0,6,164,95,15
"393","Forward","Spurs","46.3",130,6,15,"a","Harry","Kane",63,"1.6","20.6","5.9","0.0",1523,14,6,3,23,1,0,1,3,0,0,25,542,485,15
"394","Forward","Spurs","0.8",29,6,15,"a","Roberto","Soldado",76,"0.1","3.8","1.7","0.0",692,1,1,1,12,0,0,1,1,0,0,2,105,85,15
"395","Goalkeeper","Stoke","5.8",76,110,16,"a","Asmir","Begovic",48,"0.4","15.8","2.9","2.0",2340,0,0,5,34,0,0,0,1,0,56,3,251,360,16
"396","Goalkeeper","Stoke","0.2",0,110,16,"a","Thomas","Sørensen",43,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"397","Defender","Stoke","1.8",0,110,16,"a","Andy","Wilkinson",38,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"398","Defender","Stoke","7.6",65,110,16,"i","Ryan","Shawcross",53,"0.0","12.3","3.0","0.0",1931,2,0,4,28,0,0,0,4,0,0,6,249,316,16
"399","Defender","Leicester","0.2",3,13,8,"a","Robert","Huth",47,"0.1","0.6","1.0","0.0",184,0,0,0,4,0,0,0,0,0,0,0,11,32,8
"400","Defender","Stoke","0.9",43,110,16,"a","Marc","Wilson",43,"0.3","10.0","2.3","1.3",1521,0,0,3,18,0,0,0,3,0,0,3,173,251,16
"401","Defender","Stoke","3.7",32,110,16,"a","Geoff","Cameron",42,"0.2","7.6","1.9","1.0",1303,0,1,2,22,0,0,0,4,0,0,1,135,211,16
"402","Defender","Stoke","0.8",53,110,16,"d","Erik","Pieters",46,"0.1","11.5","2.8","0.4",1653,0,2,3,22,0,0,0,4,0,0,8,213,308,16
"403","Defender","Stoke","0.4",42,110,16,"i","Marc","Muniesa",44,"0.1","9.5","2.6","0.0",1139,0,0,5,15,0,0,0,3,0,0,2,137,222,16
"404","Defender","Stoke","0.4",44,110,16,"a","Phil","Bardsley",49,"0.3","9.0","2.2","1.5",1718,0,1,3,26,0,0,0,6,0,0,4,219,246,16
"405","Defender","Stoke","0.0",1,110,16,"a","Dionatan do Nascimento","Teixeira",42,"0.1","0.2","1.0","0.3",5,0,0,0,0,0,0,0,0,0,0,0,1,3,16
"406","Defender","Stoke","0.2",0,110,16,"u","Ryan","Shotton",40,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"407","Midfielder","Stoke","0.1",23,110,16,"a","Stephen","Ireland",47,"0.8","4.9","2.6","3.8",524,0,3,0,7,0,0,0,2,0,0,1,98,97,16
"408","Midfielder","Stoke","0.5",34,110,16,"a","Charlie","Adam",54,"0.1","6.3","2.0","0.5",596,2,0,1,9,0,0,0,2,0,0,4,128,140,16
"409","Midfielder","Stoke","0.0",34,110,16,"a","Glenn","Whelan",49,"0.3","6.9","1.9","1.5",1400,0,0,5,19,0,0,0,4,0,0,0,205,202,16
"410","Midfielder","Stoke","0.2",0,110,16,"a","Wilson","Palacios",43,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"411","Midfielder","Stoke","4.3",89,110,16,"a","Jonathan","Walters",53,"1.0","16.8","4.5","5.5",1524,7,4,2,21,0,0,0,4,0,0,8,336,268,16
"412","Midfielder","Stoke","0.4",66,110,16,"a","Steven","N'Zonzi",49,"0.4","13.5","2.5","2.0",2295,1,1,5,33,0,0,0,1,0,0,3,318,383,16
"413","Midfielder","Stoke","0.0",0,110,16,"u","Brek","Shea",43,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"414","Midfielder","Stoke","0.0",0,110,16,"u","Jamie","Ness",44,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"415","Midfielder","Stoke","0.1",0,110,16,"a","Charlie","Ward",43,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"416","Midfielder","Stoke","1.3",10,110,16,"a","Steve","Sidwell",50,"0.1","2.0","1.1","0.5",424,0,0,0,8,0,0,0,3,0,0,0,21,39,16
"417","Midfielder","Stoke","0.6",39,110,16,"a","Marko","Arnautovic",62,"0.2","6.3","2.2","1.5",1151,0,2,4,18,0,0,0,1,0,0,0,118,150,16
"418","Midfielder","Stoke","0.3",3,110,16,"i","Peter","Odemwingie",61,"0.0","0.5","1.5","0.0",109,0,0,0,1,0,0,0,0,0,0,0,17,22,16
"419","Forward","Stoke","1.5",78,110,16,"a","Peter","Crouch",57,"0.6","13.7","3.4","3.5",1343,6,3,3,19,0,0,0,3,0,0,11,207,234,16
"420","Forward","Stoke","0.1",0,110,16,"u","Cameron","Jerome",50,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"421","Forward","Stoke","0.5",75,110,16,"a","Mame Biram","Diouf",61,"0.5","12.3","3.4","3.3",1623,6,2,3,23,0,0,0,4,0,0,10,282,211,16
"422","Goalkeeper","Sunderland","4.7",29,56,17,"a","Vito","Mannone",42,"0.0","6.9","3.2","0.0",810,0,0,2,17,0,0,0,0,0,30,2,81,143,17
"423","Goalkeeper","Sunderland","4.5",79,56,17,"a","Costel","Pantilimon",46,"0.9","17.2","4.6","4.3",1530,0,0,7,19,0,0,0,2,0,70,6,167,310,17
"424","Defender","Sunderland","8.9",80,56,17,"a","John","O'Shea",46,"0.9","17.4","3.1","4.3",2340,0,0,9,36,0,0,0,3,0,0,8,216,468,17
"425","Defender","Sunderland","0.5",58,56,17,"a","Wes","Brown",44,"0.4","13.2","2.9","1.8",1647,0,0,7,20,1,0,0,3,0,0,4,178,311,17
"426","Defender","Sunderland","0.4",0,56,17,"u","Modibo","Diakité",40,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"427","Defender","Sunderland","0.1",0,56,17,"u","Valentin","Roberge",40,"0.0","0.0","0.0","0.0",90,0,0,0,2,0,0,0,1,0,0,0,2,8,17
"428","Defender","Sunderland","0.1",15,56,17,"i","Billy","Jones",43,"0.0","3.5","2.5","0.0",540,0,1,2,9,0,0,0,5,0,0,0,48,59,17
"429","Midfielder","Sunderland","3.0",79,56,17,"a","Adam","Johnson",60,"0.3","13.2","3.4","2.0",1733,4,1,10,23,0,0,0,2,0,0,5,285,309,17
"430","Midfielder","Sunderland","2.7",41,56,17,"a","Lee","Cattermole",43,"0.2","9.5","2.2","0.8",1602,1,0,7,26,0,0,0,9,0,0,1,157,220,17
"431","Midfielder","Sunderland","5.2",84,56,17,"a","Sebastian","Larsson",54,"0.3","15.6","3.2","1.8",2168,3,4,8,31,0,0,0,7,0,0,6,351,421,17
"432","Midfielder","Sunderland","0.0",0,56,17,"u","Alfred","N'Diaye",45,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"433","Midfielder","Sunderland","0.0",0,56,17,"u","Tavares Varela","Adilson Cabral",43,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"434","Midfielder","Sunderland","0.0",8,56,17,"i","Emanuele","Giaccherini",58,"0.0","1.4","1.1","0.0",292,0,0,1,4,0,0,0,2,0,0,0,39,26,17
"435","Midfielder","Sunderland","0.0",0,56,17,"u","El-Hadji","Ba",45,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"436","Midfielder","Sunderland","0.0",0,56,17,"u","Charalampos","Mavrias",43,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"437","Midfielder","Sunderland","0.3",18,56,17,"a","Liam","Bridcutt",43,"0.5","4.2","1.4","2.3",639,0,2,2,10,1,0,0,3,1,0,0,90,92,17
"438","Midfielder","Sunderland","0.1",0,56,17,"a","Liam","Agnew",43,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"439","Midfielder","Sunderland","0.1",52,56,17,"a","Jordi","Gomez Garcia-Penche",51,"0.2","10.2","2.4","1.3",1343,2,1,5,16,0,0,0,5,0,0,4,196,221,17
"440","Forward","Sunderland","0.7",57,56,17,"a","Connor","Wickham",56,"0.4","10.2","2.4","2.3",1882,3,1,8,29,0,0,0,5,0,0,2,235,141,17
"441","Forward","Sunderland","0.4",55,56,17,"a","Steven","Fletcher",50,"0.1","11.0","2.6","0.8",1287,4,1,4,23,0,0,0,4,0,0,6,199,158,17
"442","Forward","Sunderland","0.1",1,56,17,"u","Mikael","Mandron",43,"0.0","0.2","1.0","0.0",5,0,0,0,0,0,0,0,0,0,0,0,-4,3,17
"443","Forward","Sunderland","0.0",0,56,17,"u","David","Moberg-Karlsson",45,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"444","Forward","Sunderland","0.2",13,56,17,"u","Jozy","Altidore",51,"0.0","2.5","1.2","0.0",311,0,0,1,4,0,0,0,0,0,0,0,31,16,17
"445","Forward","Sunderland","0.0",0,56,17,"u","Ignacio","Scocco",50,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"446","Forward","Sunderland","0.0",7,56,17,"a","Danny","Graham",47,"0.3","1.5","1.4","1.3",187,0,0,1,2,0,0,0,0,0,0,0,26,11,17
"447","Goalkeeper","Spurs","0.3",0,6,15,"a","Michel","Vorm",47,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"448","Goalkeeper","Swansea","5.4",94,80,18,"a","Lukasz","Fabianski",52,"0.7","18.1","3.8","3.5",2227,0,0,9,32,0,0,0,0,1,82,3,261,413,18
"449","Defender","Swansea","9.3",84,80,18,"a","Ashley","Williams",53,"0.5","15.8","3.2","2.8",2340,0,0,9,34,0,0,0,4,0,0,12,309,552,18
"450","Defender","Swansea","5.9",72,80,18,"a","Neil","Taylor",48,"0.5","15.0","2.9","2.3",2188,0,1,9,31,0,0,0,8,0,0,3,259,469,18
"451","Defender","Swansea","0.1",0,80,18,"u","Alan","Tate",39,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"452","Defender","Swansea","0.5",53,80,18,"a","Angel","Rangel",50,"0.1","10.6","2.5","0.5",1582,0,0,6,20,0,0,0,0,1,0,0,193,346,18
"453","Defender","Swansea","0.0",0,80,18,"u","","Chico",50,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"454","Defender","Swansea","1.3",11,80,18,"i","Kyle","Bartley",39,"0.0","2.8","1.8","0.0",540,0,0,1,9,0,0,0,2,0,0,0,58,101,18
"455","Defender","Spurs","0.9",26,6,15,"a","Ben","Davies",44,"0.0","5.9","2.9","0.0",664,0,1,2,8,0,0,0,2,0,0,2,93,125,15
"456","Defender","Swansea","0.0",2,80,18,"a","Dwight","Tiendalli",43,"0.0","0.5","0.7","0.0",129,0,0,0,5,0,0,0,0,0,0,0,10,25,18
"457","Defender","Swansea","0.2",16,80,18,"a","Jordi","Amat",41,"0.1","3.9","2.7","0.5",317,0,0,2,2,0,0,0,1,0,0,0,55,88,18
"458","Defender","Swansea","0.4",18,80,18,"n","Ashley","Richards",40,"0.0","4.5","2.6","0.0",425,0,0,2,7,0,0,0,1,0,0,2,47,87,18
"459","Defender","Swansea","0.0",0,80,18,"n","Stephen","Kingsley",43,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"460","Midfielder","Swansea","1.0",65,80,18,"a","Wayne","Routledge",54,"0.1","12.0","3.0","0.8",1719,3,1,8,24,0,0,0,1,1,0,1,225,201,18
"461","Midfielder","Swansea","5.2",68,80,18,"a","Nathan","Dyer",53,"0.3","12.8","3.1","1.5",1411,3,2,6,23,0,0,0,2,0,0,5,252,251,18
"462","Midfielder","Swansea","0.1",12,80,18,"a","Leon","Britton",44,"0.0","2.7","1.7","0.0",452,0,0,1,8,0,0,0,1,0,0,0,52,92,18
"463","Midfielder","Swansea","0.0",0,80,18,"u","Pablo","Hernández",60,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"464","Midfielder","Swansea","0.0",0,80,18,"u","Alejandro","Pozuelo Melero",45,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"465","Midfielder","Swansea","2.9",56,80,18,"a","Jonjo","Shelvey",52,"1.1","10.8","2.8","5.8",1504,2,3,7,17,1,0,0,6,1,0,5,216,235,18
"466","Midfielder","Swansea","0.0",0,80,18,"u","Miguel","Michu",75,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"467","Midfielder","Swansea","0.1",0,80,18,"u","José Alberto","Cañas Ruiz Herrera",44,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"468","Midfielder","Swansea","0.1",0,80,18,"u","Lee","Lucas",45,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"469","Midfielder","Swansea","0.0",4,80,18,"a","Jay","Fulton",45,"0.2","0.9","2.0","0.8",115,0,0,1,1,0,0,0,0,0,0,0,18,16,18
"470","Midfielder","Swansea","0.1",0,80,18,"a","Adam","King",43,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"471","Midfielder","Swansea","3.9",89,80,18,"a","Sung-yueng","Ki",50,"0.9","17.8","3.9","4.8",1998,5,1,8,25,0,0,0,4,0,0,12,347,483,18
"472","Forward","Man City","4.5",85,43,10,"a","Wilfried","Bony",82,"0.0","10.4","4.0","0.3",1327,9,2,6,18,0,0,0,2,1,0,12,371,300,10
"473","Forward","Swansea","0.0",0,80,18,"u","Rory","Donnelly",44,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"474","Forward","Swansea","0.4",45,80,18,"a","Bafétimbi","Gomis",65,"0.5","6.9","2.0","3.0",1066,2,1,3,18,0,0,0,0,0,0,2,114,98,18
"475","Forward","Swansea","0.0",11,80,18,"a","Marvin","Emnes",49,"0.1","2.2","1.1","0.3",264,0,0,0,4,0,0,0,0,0,0,0,46,31,18
"476","Goalkeeper","West Brom","12.3",2,35,19,"a","Boaz","Myhill",40,"0.0","0.5","2.0","0.0",90,0,0,0,2,0,0,0,0,0,5,0,10,15,19
"477","Goalkeeper","West Brom","7.4",90,35,19,"a","Ben","Foster",46,"0.8","19.6","3.6","3.8",2250,0,0,10,32,0,0,0,1,0,67,3,227,400,19
"478","Defender","West Brom","0.1",8,35,19,"a","Jonas","Olsson",46,"0.0","1.7","2.0","0.0",360,0,0,1,7,0,0,0,1,0,0,0,27,55,19
"479","Defender","West Brom","0.2",44,35,19,"a","Gareth","McAuley",48,"0.7","9.2","3.7","3.5",1080,0,0,6,14,0,0,0,1,0,0,2,93,207,19
"480","Defender","West Brom","3.0",60,35,19,"a","Craig","Dawson",44,"0.7","13.6","3.3","3.0",1620,2,0,6,25,0,0,0,4,0,0,3,210,322,19
